age_years,rr_predicted,make,model,powertrain,vehicle_type
3,0.8671192622208421,honda,civic hatchback,cv,car
3.5,0.8610486371143136,honda,civic hatchback,cv,car
4,0.8550205119161479,honda,civic hatchback,cv,car
4.5,0.8490345890882531,honda,civic hatchback,cv,car
5,0.8430905731755751,honda,civic hatchback,cv,car
1,0.8854156984754045,honda,fit,cv,car
1.5,0.867872343451207,honda,fit,cv,car
2,0.8506765870815567,honda,fit,cv,car
2.5,0.8338215421533477,honda,fit,cv,car
3,0.8173004579146019,honda,fit,cv,car
3.5,0.80110671737067,honda,fit,cv,car
4,0.7852338346340042,honda,fit,cv,car
4.5,0.7696754523264433,honda,fit,cv,car
5,0.7544253390329667,honda,fit,cv,car
1,0.7681835140594686,lincoln,mkz,cv,car
1.5,0.7333996387826729,lincoln,mkz,cv,car
2,0.7001908011851913,lincoln,mkz,cv,car
2.5,0.6684856824829173,lincoln,mkz,cv,car
3,0.6382161932551005,lincoln,mkz,cv,car
3.5,0.609317327216564,lincoln,mkz,cv,car
4,0.5817270216112151,lincoln,mkz,cv,car
4.5,0.5553860239270343,lincoln,mkz,cv,car
5,0.5302377646462995,lincoln,mkz,cv,car
1,0.8537488369852442,mercedes-benz,e-class,cv,car
1.5,0.814763090476812,mercedes-benz,e-class,cv,car
2,0.7775575963856911,mercedes-benz,e-class,cv,car
2.5,0.7420510609326626,mercedes-benz,e-class,cv,car
3,0.7081659025528404,mercedes-benz,e-class,cv,car
3.5,0.675828082380422,mercedes-benz,e-class,cv,car
4,0.6449669424742152,mercedes-benz,e-class,cv,car
4.5,0.6155150514304644,mercedes-benz,e-class,cv,car
5,0.5874080570456423,mercedes-benz,e-class,cv,car
1,0.9237148000741755,subaru,outback,cv,car
1.5,0.8924943149103728,subaru,outback,cv,car
2,0.8623290458086976,subaru,outback,cv,car
2.5,0.8331833276943784,subaru,outback,cv,car
3,0.8050227009306615,subaru,outback,cv,car
3.5,0.7778138705764095,subaru,outback,cv,car
4,0.751524667020744,subaru,outback,cv,car
4.5,0.7261240079481939,subaru,outback,cv,car
5,0.701581861589375,subaru,outback,cv,car
1,0.7308772701628107,volkswagen,passat,cv,car
1.5,0.7041907148053106,volkswagen,passat,cv,car
2,0.6784785668701269,volkswagen,passat,cv,car
2.5,0.6537052477742634,volkswagen,passat,cv,car
3,0.6298364780171604,volkswagen,passat,cv,car
3.5,0.6068392297472373,volkswagen,passat,cv,car
4,0.5846816810603765,volkswagen,passat,cv,car
4.5,0.5633331719671082,volkswagen,passat,cv,car
5,0.5427641619675668,volkswagen,passat,cv,car
1,0.7961919643310544,volkswagen,jetta,cv,car
1.5,0.770086670493399,volkswagen,jetta,cv,car
2,0.7448373088892759,volkswagen,jetta,cv,car
2.5,0.7204158154795306,volkswagen,jetta,cv,car
3,0.6967950463799727,volkswagen,jetta,cv,car
3.5,0.673948747691622,volkswagen,jetta,cv,car
4,0.651851526320151,volkswagen,jetta,cv,car
4.5,0.63047882175209,volkswagen,jetta,cv,car
5,0.6098068787564264,volkswagen,jetta,cv,car
1,0.7933792754355965,chevrolet,corvette,cv,car
1.5,0.7860633724076409,chevrolet,corvette,cv,car
2,0.7788149307298511,chevrolet,corvette,cv,car
2.5,0.7716333283281306,chevrolet,corvette,cv,car
3,0.764517948864648,chevrolet,corvette,cv,car
3.5,0.7574681816849413,chevrolet,corvette,cv,car
4,0.7504834217655114,chevrolet,corvette,cv,car
4.5,0.743563069661897,chevrolet,corvette,cv,car
5,0.7367065314572298,chevrolet,corvette,cv,car
1,0.7432921373252698,chevrolet,sonic,cv,car
1.5,0.7213289427813891,chevrolet,sonic,cv,car
2,0.7000147284841018,chevrolet,sonic,cv,car
2.5,0.679330318017171,chevrolet,sonic,cv,car
3,0.6592571015993869,chevrolet,sonic,cv,car
3.5,0.6397770193413312,chevrolet,sonic,cv,car
4,0.62087254499688,chevrolet,sonic,cv,car
4.5,0.6025266701948258,chevrolet,sonic,cv,car
5,0.5847228891364307,chevrolet,sonic,cv,car
1,0.6883896386210153,mercedes-benz,s-class,cv,car
1.5,0.6423601219704992,mercedes-benz,s-class,cv,car
2,0.5994083919167196,mercedes-benz,s-class,cv,car
2.5,0.5593286507232595,mercedes-benz,s-class,cv,car
3,0.5219288614220278,mercedes-benz,s-class,cv,car
3.5,0.48702982769261927,mercedes-benz,s-class,cv,car
4,0.4544643352660006,mercedes-benz,s-class,cv,car
4.5,0.42407635073866706,mercedes-benz,s-class,cv,car
5,0.39572027395849035,mercedes-benz,s-class,cv,car
1,0.8908729935520907,bmw,5 series,cv,car
1.5,0.8272740013294185,bmw,5 series,cv,car
2,0.7682153104078464,bmw,5 series,cv,car
2.5,0.713372790872979,bmw,5 series,cv,car
3,0.6624454522882746,bmw,5 series,cv,car
3.5,0.6151537917789104,bmw,5 series,cv,car
4,0.5712382600451418,bmw,5 series,cv,car
4.5,0.5304578368862266,bmw,5 series,cv,car
5,0.4925887084170067,bmw,5 series,cv,car
1,0.6248124652669715,chevrolet,impala,cv,car
1.5,0.6072752689959732,chevrolet,impala,cv,car
2,0.5902303056270761,chevrolet,impala,cv,car
2.5,0.5736637591987,chevrolet,impala,cv,car
3,0.5575622015347893,chevrolet,impala,cv,car
3.5,0.5419125813604742,chevrolet,impala,cv,car
4,0.5267022137232323,chevrolet,impala,cv,car
4.5,0.5119187697109767,chevrolet,impala,cv,car
5,0.49755026645873535,chevrolet,impala,cv,car
1,0.6525248425816818,dodge,avenger,cv,car
1.5,0.6213105908150565,dodge,avenger,cv,car
2,0.5915895075069612,dodge,avenger,cv,car
2.5,0.5632901652830601,dodge,avenger,cv,car
3,0.5363445535769304,dodge,avenger,cv,car
3.5,0.5106879151832544,dodge,avenger,cv,car
4,0.48625859062967214,dodge,avenger,cv,car
4.5,0.46299786999327885,dodge,avenger,cv,car
5,0.44084985180564584,dodge,avenger,cv,car
1,0.7197990923501005,mercedes-benz,c-class sedan,cv,car
1.5,0.6861927379445807,mercedes-benz,c-class sedan,cv,car
2,0.6541554144928816,mercedes-benz,c-class sedan,cv,car
2.5,0.623613866261747,mercedes-benz,c-class sedan,cv,car
3,0.5944982577196966,mercedes-benz,c-class sedan,cv,car
3.5,0.5667420138528666,mercedes-benz,c-class sedan,cv,car
4,0.5402816679362679,mercedes-benz,c-class sedan,cv,car
4.5,0.5150567164123774,mercedes-benz,c-class sedan,cv,car
5,0.49100948054523524,mercedes-benz,c-class sedan,cv,car
1,0.9542322755206802,subaru,impreza,cv,car
1.5,0.9279337689916618,subaru,impreza,cv,car
2,0.902360045582434,subaru,impreza,cv,car
2.5,0.8774911303727423,subaru,impreza,cv,car
3,0.8533075989483084,subaru,impreza,cv,car
3.5,0.8297905622289643,subaru,impreza,cv,car
4,0.8069216517149189,subaru,impreza,cv,car
4.5,0.7846830051396374,subaru,impreza,cv,car
5,0.7630572525181234,subaru,impreza,cv,car
1,0.8180935665069405,toyota,avalon,cv,car
1.5,0.7871134440673201,toyota,avalon,cv,car
2,0.7573064979313245,toyota,avalon,cv,car
2.5,0.7286283014624204,toyota,avalon,cv,car
3,0.7010361104020999,toyota,avalon,cv,car
3.5,0.6744887991604487,toyota,avalon,cv,car
4,0.6489467995193037,toyota,avalon,cv,car
4.5,0.6243720416566438,toyota,avalon,cv,car
5,0.6007278974043073,toyota,avalon,cv,car
1,0.8792708491819451,subaru,legacy,cv,car
1.5,0.8510013124081319,subaru,legacy,cv,car
2,0.8236406727166564,subaru,legacy,cv,car
2.5,0.7971597080543631,subaru,legacy,cv,car
3,0.7715301358896413,subaru,legacy,cv,car
3.5,0.7467245830057607,subaru,legacy,cv,car
4,0.7227165562653866,subaru,legacy,cv,car
4.5,0.6994804143150463,subaru,legacy,cv,car
5,0.6769913401993303,subaru,legacy,cv,car
1,0.7058149654689296,ford,taurus,cv,car
1.5,0.6731491432477245,ford,taurus,cv,car
2,0.6419951279356834,ford,taurus,cv,car
2.5,0.6122829515976626,ford,taurus,cv,car
3,0.583945884484505,ford,taurus,cv,car
3.5,0.5569202851665561,ford,taurus,cv,car
4,0.5311454576031492,ford,taurus,cv,car
4.5,0.5065635148270592,ford,taurus,cv,car
5,0.4831192489377749,ford,taurus,cv,car
1,0.950679889817582,kia,k5,cv,car
1.5,0.914430220713981,kia,k5,cv,car
2,0.8795627608315854,kia,k5,cv,car
2.5,0.8460248061767197,kia,k5,cv,car
3,0.813765662372564,kia,k5,cv,car
3.5,0.7827365680319458,kia,k5,cv,car
4,0.7528906210519473,kia,k5,cv,car
4.5,0.7241827077189171,kia,k5,cv,car
5,0.6965694345167273,kia,k5,cv,car
1,0.7958694179545142,acura,tl,cv,car
1.5,0.7447875293363556,acura,tl,cv,car
2,0.696984268198952,acura,tl,cv,car
2.5,0.6522491999156995,acura,tl,cv,car
3,0.6103853963447462,acura,tl,cv,car
3.5,0.5712085689320677,acura,tl,cv,car
4,0.5345462574552455,acura,tl,cv,car
4.5,0.5002370708367155,acura,tl,cv,car
5,0.4681299766844744,acura,tl,cv,car
1,0.7624756217287844,chrysler,pacifica,cv,minivan
1.5,0.7460661528628303,chrysler,pacifica,cv,minivan
2,0.7300098371479922,chrysler,pacifica,cv,minivan
2.5,0.7142990742683086,chrysler,pacifica,cv,minivan
3,0.6989264274765205,chrysler,pacifica,cv,minivan
3.5,0.6838846200738595,chrysler,pacifica,cv,minivan
4,0.6691665319655965,chrysler,pacifica,cv,minivan
4.5,0.6547651962907179,chrysler,pacifica,cv,minivan
5,0.640673796124137,chrysler,pacifica,cv,minivan
1,0.945216309247577,ford,transit connect,cv,minivan
1.5,0.9046724639317906,ford,transit connect,cv,minivan
2,0.8658676950336537,ford,transit connect,cv,minivan
2.5,0.8287274070932918,ford,transit connect,cv,minivan
3,0.7931802043277261,ford,transit connect,cv,minivan
3.5,0.7591577533848233,ford,transit connect,cv,minivan
4,0.7265946519842396,ford,transit connect,cv,minivan
4.5,0.6954283031928428,ford,transit connect,cv,minivan
5,0.6655987950929296,ford,transit connect,cv,minivan
1,0.9813433352020942,honda,odyssey,cv,minivan
1.5,0.9333505943456254,honda,odyssey,cv,minivan
2,0.8877049455743561,honda,odyssey,cv,minivan
2.5,0.8442916040029456,honda,odyssey,cv,minivan
3,0.8030013983178361,honda,odyssey,cv,minivan
3.5,0.7637304962446961,honda,odyssey,cv,minivan
4,0.7263801434419173,honda,odyssey,cv,minivan
4.5,0.6908564151635636,honda,odyssey,cv,minivan
5,0.6570699800672821,honda,odyssey,cv,minivan
1,0.9784026153562962,toyota,sienna,cv,minivan
1.5,0.9480686253322201,toyota,sienna,cv,minivan
2,0.9186750977888638,toyota,sienna,cv,minivan
2.5,0.8901928750164456,toyota,sienna,cv,minivan
3,0.8625937032987586,toyota,sienna,cv,minivan
3.5,0.8358502048861273,toyota,sienna,cv,minivan
4,0.8099358508373039,toyota,sienna,cv,minivan
4.5,0.784824934703363,toyota,sienna,cv,minivan
5,0.7604925470274894,toyota,sienna,cv,minivan
1,0.7584720716458262,kia,sedona,cv,minivan
1.5,0.7295065415714156,kia,sedona,cv,minivan
2,0.7016471852954298,kia,sedona,cv,minivan
2.5,0.6748517587964689,kia,sedona,cv,minivan
3,0.6490796313234406,kia,sedona,cv,minivan
3.5,0.6242917237858698,kia,sedona,cv,minivan
4,0.6004504494970399,kia,sedona,cv,minivan
4.5,0.5775196571801127,kia,sedona,cv,minivan
5,0.5554645761508072,kia,sedona,cv,minivan
1,0.6884313824579834,fiat,500l,cv,minivan
1.5,0.6746055665553441,fiat,500l,cv,minivan
2,0.661057415486477,fiat,500l,cv,minivan
2.5,0.6477813528889844,fiat,500l,cv,minivan
3,0.6347719143909475,fiat,500l,cv,minivan
3.5,0.622023745361813,fiat,500l,cv,minivan
4,0.60953159870845,fiat,500l,cv,minivan
4.5,0.5972903327154682,fiat,500l,cv,minivan
5,0.5852949089289091,fiat,500l,cv,minivan
1,0.5565033611098483,mazda,mazda5,cv,minivan
1.5,0.534880164546501,mazda,mazda5,cv,minivan
2,0.5140971473284943,mazda,mazda5,cv,minivan
2.5,0.4941216638971447,mazda,mazda5,cv,minivan
3,0.4749223371521131,mazda,mazda5,cv,minivan
3.5,0.4564690091648678,mazda,mazda5,cv,minivan
4,0.4387326938071965,mazda,mazda5,cv,minivan
4.5,0.4216855312203611,mazda,mazda5,cv,minivan
5,0.4053007440533748,mazda,mazda5,cv,minivan
1,0.5910995526080379,nissan,quest,cv,minivan
1.5,0.5713343003207059,nissan,quest,cv,minivan
2,0.5522299607277892,nissan,quest,cv,minivan
2.5,0.5337644341574348,nissan,quest,cv,minivan
3,0.5159163599090645,nissan,quest,cv,minivan
3.5,0.4986650915435706,nissan,quest,cv,minivan
4,0.48199067299976234,nissan,quest,cv,minivan
4.5,0.46587381550943285,nissan,quest,cv,minivan
5,0.45029587528434206,nissan,quest,cv,minivan
1,0.8329753505627656,nissan,cube,cv,minivan
1.5,0.7935673095038156,nissan,cube,cv,minivan
2,0.7560236617898243,nissan,cube,cv,minivan
2.5,0.7202562030226202,nissan,cube,cv,minivan
3,0.6861809017516973,nissan,cube,cv,minivan
3.5,0.6537177020521756,nissan,cube,cv,minivan
4,0.6227903354427918,nissan,cube,cv,minivan
4.5,0.5933261417020462,nissan,cube,cv,minivan
5,0.5652558981615314,nissan,cube,cv,minivan
1,0.90809649231794,chrysler,voyager,cv,minivan
1.5,0.8663094548610204,chrysler,voyager,cv,minivan
2,0.8264452929070871,chrysler,voyager,cv,minivan
2.5,0.7884155232703245,chrysler,voyager,cv,minivan
3,0.7521357344139448,chrysler,voyager,cv,minivan
3.5,0.7175253990888754,chrysler,voyager,cv,minivan
4,0.6845076955940793,chrysler,voyager,cv,minivan
4.5,0.6530093372617746,chrysler,voyager,cv,minivan
5,0.6229604097890734,chrysler,voyager,cv,minivan
1,0.9629532078295229,kia,carnival,cv,minivan
1.5,0.9091304199320677,kia,carnival,cv,minivan
2,0.8583159739493603,kia,carnival,cv,minivan
2.5,0.8103417232388808,kia,carnival,cv,minivan
3,0.7650489194559725,kia,carnival,cv,minivan
3.5,0.7222876872504448,kia,carnival,cv,minivan
4,0.6819165283241987,kia,carnival,cv,minivan
4.5,0.6438018532087906,kia,carnival,cv,minivan
5,0.6078175392135671,kia,carnival,cv,minivan
1,0.7304287073713879,chrysler,town & country,cv,minivan
1.5,0.68991358111726,chrysler,town & country,cv,minivan
2,0.6516457316183066,chrysler,town & country,cv,minivan
2.5,0.6155005078298126,chrysler,town & country,cv,minivan
3,0.5813601728011601,chrysler,town & country,cv,minivan
3.5,0.549113520167634,chrysler,town & country,cv,minivan
4,0.5186555119145048,chrysler,town & country,cv,minivan
4.5,0.48988693623346813,chrysler,town & country,cv,minivan
5,0.46271408435696704,chrysler,town & country,cv,minivan
1,0.9021888395419808,mercedes-benz,r-class,cv,minivan
1.5,0.8336150997892959,mercedes-benz,r-class,cv,minivan
2,0.7702535258023239,mercedes-benz,r-class,cv,minivan
2.5,0.7117079503008894,mercedes-benz,r-class,cv,minivan
3,0.6576123179622907,mercedes-benz,r-class,cv,minivan
3.5,0.6076283966659469,mercedes-benz,r-class,cv,minivan
4,0.5614436627021957,mercedes-benz,r-class,cv,minivan
4.5,0.5187693467225387,mercedes-benz,r-class,cv,minivan
5,0.47933862821367107,mercedes-benz,r-class,cv,minivan
1,0.19193638907772584,chevrolet,hhr,cv,minivan
1.5,0.20051604358476202,chevrolet,hhr,cv,minivan
2,0.20947921302512487,chevrolet,hhr,cv,minivan
2.5,0.21884304071198205,chevrolet,hhr,cv,minivan
3,0.22862543627334542,chevrolet,hhr,cv,minivan
3.5,0.23884510990673544,chevrolet,hhr,cv,minivan
4,0.2495216081650466,chevrolet,hhr,cv,minivan
4.5,0.2606753513420594,chevrolet,hhr,cv,minivan
5,0.27232767252910356,chevrolet,hhr,cv,minivan
1,0.9596807631832782,volkswagen,routan,cv,minivan
1.5,0.8741779883805189,volkswagen,routan,cv,minivan
2,0.7962930848318643,volkswagen,routan,cv,minivan
2.5,0.7253473381613429,volkswagen,routan,cv,minivan
3,0.6607225040624792,volkswagen,routan,cv,minivan
3.5,0.6018554207163682,volkswagen,routan,cv,minivan
4,0.5482331012164577,volkswagen,routan,cv,minivan
4.5,0.4993882632338327,volkswagen,routan,cv,minivan
5,0.45489525696705085,volkswagen,routan,cv,minivan
1,0.8530023080010907,toyota,rav4,cv,cuv
1.5,0.8381859554777095,toyota,rav4,cv,cuv
2,0.8236269578290315,toyota,rav4,cv,cuv
2.5,0.8093208448906603,toyota,rav4,cv,cuv
3,0.7952632241433957,toyota,rav4,cv,cuv
3.5,0.7814497793645637,toyota,rav4,cv,cuv
4,0.7678762693027728,toyota,rav4,cv,cuv
4.5,0.7545385263756879,toyota,rav4,cv,cuv
5,0.7414324553904257,toyota,rav4,cv,cuv
1,0.8610239395054359,jeep,compass,cv,cuv
1.5,0.8384411198319197,jeep,compass,cv,cuv
2,0.8164505993048122,jeep,compass,cv,cuv
2.5,0.7950368431820437,jeep,compass,cv,cuv
3,0.7741847241646627,jeep,compass,cv,cuv
3.5,0.7538795117104726,jeep,compass,cv,cuv
4,0.7341068616279501,jeep,compass,cv,cuv
4.5,0.7148528059430904,jeep,compass,cv,cuv
5,0.696103743032026,jeep,compass,cv,cuv
1,0.9392236345597065,mini,countryman,cv,cuv
1.5,0.899474939797635,mini,countryman,cv,cuv
2,0.8614084415616647,mini,countryman,cv,cuv
2.5,0.8249529479505426,mini,countryman,cv,cuv
3,0.7900402799611677,mini,countryman,cv,cuv
3.5,0.7566051439803326,mini,countryman,cv,cuv
4,0.7245850096727184,mini,countryman,cv,cuv
4.5,0.6939199930367657,mini,countryman,cv,cuv
5,0.6645527444097149,mini,countryman,cv,cuv
1,0.7860994107470355,buick,encore,cv,cuv
1.5,0.76403531069532,buick,encore,cv,cuv
2,0.7425905019246266,buick,encore,cv,cuv
2.5,0.7217476022761609,buick,encore,cv,cuv
3,0.7014897174705057,buick,encore,cv,cuv
3.5,0.6818004274139081,buick,encore,cv,cuv
4,0.66266377288892,buick,encore,cv,cuv
4.5,0.6440642426186024,buick,encore,cv,cuv
5,0.6259867606938104,buick,encore,cv,cuv
1,0.9410601394995449,chevrolet,traverse,cv,cuv
1.5,0.888797181166798,chevrolet,traverse,cv,cuv
2,0.8394367119514234,chevrolet,traverse,cv,cuv
2.5,0.7928175384700918,chevrolet,traverse,cv,cuv
3,0.7487874194167351,chevrolet,traverse,cv,cuv
3.5,0.7072025683976777,chevrolet,traverse,cv,cuv
4,0.6679271843774438,chevrolet,traverse,cv,cuv
4.5,0.6308330082018475,chevrolet,traverse,cv,cuv
5,0.5957989037501303,chevrolet,traverse,cv,cuv
1,0.8067204129708573,nissan,pathfinder,cv,cuv
1.5,0.7714375961776031,nissan,pathfinder,cv,cuv
2,0.7376979127188358,nissan,pathfinder,cv,cuv
2.5,0.7054338719375038,nissan,pathfinder,cv,cuv
3,0.6745809349556972,nissan,pathfinder,cv,cuv
3.5,0.6450773855752953,nissan,pathfinder,cv,cuv
4,0.6168642068249185,nissan,pathfinder,cv,cuv
4.5,0.5898849629062377,nissan,pathfinder,cv,cuv
5,0.5640856863034921,nissan,pathfinder,cv,cuv
1,0.8294041758129443,ford,escape,cv,cuv
1.5,0.7958858199920191,ford,escape,cv,cuv
2,0.7637220271329177,ford,escape,cv,cuv
2.5,0.7328580558626637,ford,escape,cv,cuv
3,0.7032413770479478,ford,escape,cv,cuv
3.5,0.6748215843928327,ford,escape,cv,cuv
4,0.6475503086494361,ford,escape,cv,cuv
4.5,0.6213811352955793,ford,escape,cv,cuv
5,0.5962695255392945,ford,escape,cv,cuv
1,0.8217741760307529,nissan,rogue sport,cv,cuv
1.5,0.8120247401151014,nissan,rogue sport,cv,cuv
2,0.8023909704048939,nissan,rogue sport,cv,cuv
2.5,0.7928714946493463,nissan,rogue sport,cv,cuv
3,0.7834649568779021,nissan,rogue sport,cv,cuv
3.5,0.7741700172070869,nissan,rogue sport,cv,cuv
4,0.7649853516496516,nissan,rogue sport,cv,cuv
4.5,0.7559096519259829,nissan,rogue sport,cv,cuv
5,0.7469416252777483,nissan,rogue sport,cv,cuv
1,0.94333145185451,acura,rdx,cv,cuv
1.5,0.8963064011839108,acura,rdx,cv,cuv
2,0.8516255481823549,acura,rdx,cv,cuv
2.5,0.8091720346512185,acura,rdx,cv,cuv
3,0.7688348277703289,acura,rdx,cv,cuv
3.5,0.7305084297029854,acura,rdx,cv,cuv
4,0.6940926016771635,acura,rdx,cv,cuv
4.5,0.6594921018212649,acura,rdx,cv,cuv
5,0.6266164360687485,acura,rdx,cv,cuv
1,0.8889863529577597,acura,mdx,cv,cuv
1.5,0.8388745619576338,acura,mdx,cv,cuv
2,0.7915875517754419,acura,mdx,cv,cuv
2.5,0.7469660906912613,acura,mdx,cv,cuv
3,0.7048599228109989,acura,mdx,cv,cuv
3.5,0.6651272621028226,acura,mdx,cv,cuv
4,0.627634314954548,acura,mdx,cv,cuv
4.5,0.5922548296442668,acura,mdx,cv,cuv
5,0.5588696712071283,acura,mdx,cv,cuv
1,0.9146442689039673,audi,q3,cv,cuv
1.5,0.8791154620658593,audi,q3,cv,cuv
2,0.8449667503732139,audi,q3,cv,cuv
2.5,0.812144524859673,audi,q3,cv,cuv
3,0.7805972589669525,audi,q3,cv,cuv
3.5,0.7502754276549528,audi,q3,cv,cuv
4,0.7211314296539874,audi,q3,cv,cuv
4.5,0.6931195127370781,audi,q3,cv,cuv
5,0.6661957018950021,audi,q3,cv,cuv
1,1.0389969735122828,audi,q7,cv,cuv
1.5,0.966931339386108,audi,q7,cv,cuv
2,0.8998642334119945,audi,q7,cv,cuv
2.5,0.8374489538091295,audi,q7,cv,cuv
3,0.7793628463005178,audi,q7,cv,cuv
3.5,0.7253056361595074,audi,q7,cv,cuv
4,0.6749978759468587,audi,q7,cv,cuv
4.5,0.6281795009139728,audi,q7,cv,cuv
5,0.5846084846044682,audi,q7,cv,cuv
1,0.8808389823894582,audi,q5,cv,cuv
1.5,0.835763619936304,audi,q5,cv,cuv
2,0.7929949086883127,audi,q5,cv,cuv
2.5,0.7524148098878857,audi,q5,cv,cuv
3,0.7139113252001222,audi,q5,cv,cuv
3.5,0.6773781876049708,audi,q5,cv,cuv
4,0.6427145681074237,audi,q5,cv,cuv
4.5,0.6098247974562929,audi,q5,cv,cuv
5,0.5786181021035319,audi,q5,cv,cuv
1,0.9925375817146267,bmw,x1,cv,cuv
1.5,0.9434759859927873,bmw,x1,cv,cuv
2,0.8968395278366358,bmw,x1,cv,cuv
2.5,0.8525083315648786,bmw,x1,cv,cuv
3,0.810368447007075,bmw,x1,cv,cuv
3.5,0.7703115566028715,bmw,x1,cv,cuv
4,0.7322346969794573,bmw,x1,cv,cuv
4.5,0.6960399942915759,bmw,x1,cv,cuv
5,0.661634412643804,bmw,x1,cv,cuv
1,0.9719179748123286,bmw,x3,cv,cuv
1.5,0.9151999594658687,bmw,x3,cv,cuv
2,0.8617918255581821,bmw,x3,cv,cuv
2.5,0.8115004190257525,bmw,x3,cv,cuv
3,0.764143857656622,bmw,x3,cv,cuv
3.5,0.7195508733012909,bmw,x3,cv,cuv
4,0.6775601924700803,bmw,x3,cv,cuv
4.5,0.6380199530768447,bmw,x3,cv,cuv
5,0.6007871552196514,bmw,x3,cv,cuv
1,0.8862431764278478,bmw,x5,cv,cuv
1.5,0.8329895119982458,bmw,x5,cv,cuv
2,0.7829358189203123,bmw,x5,cv,cuv
2.5,0.7358898133998484,bmw,x5,cv,cuv
3,0.6916707658265683,bmw,x5,cv,cuv
3.5,0.6501088064921569,bmw,x5,cv,cuv
4,0.611044273027192,bmw,x5,cv,cuv
4.5,0.5743270970500753,bmw,x5,cv,cuv
5,0.5398162276717516,bmw,x5,cv,cuv
1,0.8415230192917675,buick,enclave,cv,cuv
1.5,0.7961245706751112,buick,enclave,cv,cuv
2,0.7531752756639425,buick,enclave,cv,cuv
2.5,0.7125430074220797,buick,enclave,cv,cuv
3,0.6741027670863683,buick,enclave,cv,cuv
3.5,0.6377362992270907,buick,enclave,cv,cuv
4,0.6033317280535011,buick,enclave,cv,cuv
4.5,0.5707832132453297,buick,enclave,cv,cuv
5,0.5399906243514734,buick,enclave,cv,cuv
1,0.7520673243330291,cadillac,srx,cv,cuv
1.5,0.7123451573022909,cadillac,srx,cv,cuv
2,0.6747210079656694,cadillac,srx,cv,cuv
2.5,0.6390840646889099,cadillac,srx,cv,cuv
3,0.6053293686093143,cadillac,srx,cv,cuv
3.5,0.5733575045081385,cadillac,srx,cv,cuv
4,0.5430743080102749,cadillac,srx,cv,cuv
4.5,0.5143905882488586,cadillac,srx,cv,cuv
5,0.4872218651779798,cadillac,srx,cv,cuv
1,0.8145029545446866,cadillac,xt5,cv,cuv
1.5,0.7778848637228695,cadillac,xt5,cv,cuv
2,0.7429130340569549,cadillac,xt5,cv,cuv
2.5,0.709513453610968,cadillac,xt5,cv,cuv
3,0.6776154378472914,cadillac,xt5,cv,cuv
3.5,0.6471514800348508,cadillac,xt5,cv,cuv
4,0.6180571083825875,cadillac,xt5,cv,cuv
4.5,0.5902707495958661,cadillac,xt5,cv,cuv
5,0.5637335985670572,cadillac,xt5,cv,cuv
1,0.8228555765533121,chevrolet,equinox,cv,cuv
1.5,0.7621457615761638,chevrolet,equinox,cv,cuv
2,0.705915082111468,chevrolet,equinox,cv,cuv
2.5,0.6538330700965818,chevrolet,equinox,cv,cuv
3,0.6055936392139831,chevrolet,equinox,cv,cuv
3.5,0.5609132860200263,chevrolet,equinox,cv,cuv
4,0.519529423793392,chevrolet,equinox,cv,cuv
4.5,0.48119883931124635,chevrolet,equinox,cv,cuv
5,0.4456962634835773,chevrolet,equinox,cv,cuv
1,0.8037748059367721,chevrolet,trax,cv,cuv
1.5,0.7850565513694159,chevrolet,trax,cv,cuv
2,0.7667742062775251,chevrolet,trax,cv,cuv
2.5,0.7489176192300402,chevrolet,trax,cv,cuv
3,0.7314768752017569,chevrolet,trax,cv,cuv
3.5,0.7144422900679229,chevrolet,trax,cv,cuv
4,0.6978044052270432,chevrolet,trax,cv,cuv
4.5,0.6815539823489094,chevrolet,trax,cv,cuv
5,0.6656819982449366,chevrolet,trax,cv,cuv
1,0.7078484634195626,dodge,journey,cv,cuv
1.5,0.6851461708090111,dodge,journey,cv,cuv
2,0.6631719917939672,dodge,journey,cv,cuv
2.5,0.6419025741334459,dodge,journey,cv,cuv
3,0.6213153145453635,dodge,journey,cv,cuv
3.5,0.6013883346857418,dodge,journey,cv,cuv
4,0.582100457898312,dodge,journey,cv,cuv
4.5,0.5634311867098111,dodge,journey,cv,cuv
5,0.5453606810470548,dodge,journey,cv,cuv
1,0.8310022537116553,ford,edge,cv,cuv
1.5,0.8035679116668123,ford,edge,cv,cuv
2,0.7770392748954169,ford,edge,cv,cuv
2.5,0.7513864428428645,ford,edge,cv,cuv
3,0.7265805020782783,ford,edge,cv,cuv
3.5,0.7025934937060413,ford,edge,cv,cuv
4,0.6793983818531908,ford,edge,cv,cuv
4.5,0.6569690231971543,ford,edge,cv,cuv
5,0.6352801374994858,ford,edge,cv,cuv
1,0.9806260248886227,gmc,acadia,cv,cuv
1.5,0.9248071236977914,gmc,acadia,cv,cuv
2,0.8721655292998384,gmc,acadia,cv,cuv
2.5,0.822520383988132,gmc,acadia,cv,cuv
3,0.7757011247843058,gmc,acadia,cv,cuv
3.5,0.7315468974448166,gmc,acadia,cv,cuv
4,0.6899060038232454,gmc,acadia,cv,cuv
4.5,0.6506353806896764,gmc,acadia,cv,cuv
5,0.6136001082165633,gmc,acadia,cv,cuv
1,0.8761025546944455,gmc,terrain,cv,cuv
1.5,0.8308574416854408,gmc,terrain,cv,cuv
2,0.7879489503883904,gmc,terrain,cv,cuv
