HEAD
make,model,vehicle_type,powertrain,coef
7.5,42232.87401711962,ford,focus,car,bev,5790.102078408135
8,45127.925056323686,ford,focus,car,bev,5790.102078408135
8.5,48022.97609552775,ford,focus,car,bev,5790.102078408135
9,50918.02713473182,ford,focus,car,bev,5790.102078408135
2,5429.28000475029,hyundai,ioniq,car,bev,9160.394812000604
2.5,10009.477410750591,hyundai,ioniq,car,bev,9160.394812000604
3,14589.674816750894,hyundai,ioniq,car,bev,9160.394812000604
3.5,19169.872222751197,hyundai,ioniq,car,bev,9160.394812000604
4,23750.0696287515,hyundai,ioniq,car,bev,9160.394812000604
4.5,28330.2670347518,hyundai,ioniq,car,bev,9160.394812000604
5,32910.464440752105,hyundai,ioniq,car,bev,9160.394812000604
5.5,37490.6618467524,hyundai,ioniq,car,bev,9160.394812000604
6,42070.85925275271,hyundai,ioniq,car,bev,9160.394812000604
6.5,46651.05665875301,hyundai,ioniq,car,bev,9160.394812000604
7,51231.25406475331,hyundai,ioniq,car,bev,9160.394812000604
7.5,55811.451470753615,hyundai,ioniq,car,bev,9160.394812000604
8,60391.64887675391,hyundai,ioniq,car,bev,9160.394812000604
8.5,64971.84628275422,hyundai,ioniq,car,bev,9160.394812000604
9,69552.04368875452,hyundai,ioniq,car,bev,9160.394812000604
2,7518.078953249751,volkswagen,e-golf,car,bev,6362.257192205677
2.5,10699.20754935259,volkswagen,e-golf,car,bev,6362.257192205677
3,13880.336145455429,volkswagen,e-golf,car,bev,6362.257192205677
3.5,17061.464741558266,volkswagen,e-golf,car,bev,6362.257192205677
4,20242.593337661106,volkswagen,e-golf,car,bev,6362.257192205677
4.5,23423.721933763944,volkswagen,e-golf,car,bev,6362.257192205677
5,26604.85052986678,volkswagen,e-golf,car,bev,6362.257192205677
5.5,29785.97912596962,volkswagen,e-golf,car,bev,6362.257192205677
6,32967.107722072455,volkswagen,e-golf,car,bev,6362.257192205677
6.5,36148.236318175295,volkswagen,e-golf,car,bev,6362.257192205677
7,39329.364914278136,volkswagen,e-golf,car,bev,6362.257192205677
7.5,42510.49351038098,volkswagen,e-golf,car,bev,6362.257192205677
8,45691.62210648381,volkswagen,e-golf,car,bev,6362.257192205677
8.5,48872.75070258665,volkswagen,e-golf,car,bev,6362.257192205677
9,52053.87929868949,volkswagen,e-golf,car,bev,6362.257192205677
2,13196.427529551635,mitsubishi,i-miev,car,bev,2582.86692495571
2.5,14487.860992029491,mitsubishi,i-miev,car,bev,2582.86692495571
3,15779.294454507346,mitsubishi,i-miev,car,bev,2582.86692495571
3.5,17070.7279169852,mitsubishi,i-miev,car,bev,2582.86692495571
4,18362.161379463054,mitsubishi,i-miev,car,bev,2582.86692495571
4.5,19653.59484194091,mitsubishi,i-miev,car,bev,2582.86692495571
5,20945.028304418767,mitsubishi,i-miev,car,bev,2582.86692495571
5.5,22236.46176689662,mitsubishi,i-miev,car,bev,2582.86692495571
6,23527.895229374477,mitsubishi,i-miev,car,bev,2582.86692495571
6.5,24819.32869185233,mitsubishi,i-miev,car,bev,2582.86692495571
7,26110.762154330187,mitsubishi,i-miev,car,bev,2582.86692495571
7.5,27402.19561680804,mitsubishi,i-miev,car,bev,2582.86692495571
8,28693.629079285896,mitsubishi,i-miev,car,bev,2582.86692495571
8.5,29985.062541763753,mitsubishi,i-miev,car,bev,2582.86692495571
9,31276.496004241606,mitsubishi,i-miev,car,bev,2582.86692495571
2,12440.953555348515,kia,soul,car,bev,5688.7845618910405
2.5,15285.345836294035,kia,soul,car,bev,5688.7845618910405
3,18129.738117239554,kia,soul,car,bev,5688.7845618910405
3.5,20974.130398185076,kia,soul,car,bev,5688.7845618910405
4,23818.522679130594,kia,soul,car,bev,5688.7845618910405
4.5,26662.914960076116,kia,soul,car,bev,5688.7845618910405
5,29507.307241021634,kia,soul,car,bev,5688.7845618910405
5.5,32351.699521967155,kia,soul,car,bev,5688.7845618910405
6,35196.09180291268,kia,soul,car,bev,5688.7845618910405
6.5,38040.484083858195,kia,soul,car,bev,5688.7845618910405
7,40884.87636480371,kia,soul,car,bev,5688.7845618910405
7.5,43729.26864574924,kia,soul,car,bev,5688.7845618910405
8,46573.660926694756,kia,soul,car,bev,5688.7845618910405
8.5,49418.053207640274,kia,soul,car,bev,5688.7845618910405
9,52262.4454885858,kia,soul,car,bev,5688.7845618910405
2,6665.2147050398025,porsche,taycan,car,bev,6262.820217754195
2.5,9796.6248139169,porsche,taycan,car,bev,6262.820217754195
3,12928.034922793999,porsche,taycan,car,bev,6262.820217754195
3.5,16059.445031671095,porsche,taycan,car,bev,6262.820217754195
4,19190.855140548192,porsche,taycan,car,bev,6262.820217754195
4.5,22322.26524942529,porsche,taycan,car,bev,6262.820217754195
5,25453.67535830239,porsche,taycan,car,bev,6262.820217754195
5.5,28585.085467179488,porsche,taycan,car,bev,6262.820217754195
6,31716.495576056583,porsche,taycan,car,bev,6262.820217754195
6.5,34847.90568493368,porsche,taycan,car,bev,6262.820217754195
7,37979.315793810776,porsche,taycan,car,bev,6262.820217754195
7.5,41110.725902687875,porsche,taycan,car,bev,6262.820217754195
8,44242.13601156497,porsche,taycan,car,bev,6262.820217754195
8.5,47373.54612044207,porsche,taycan,car,bev,6262.820217754195
9,50504.95622931917,porsche,taycan,car,bev,6262.820217754195
2,10022.62621074079,mini,hardtop 2 door,car,bev,5663.846639551806
2.5,12854.549530516691,mini,hardtop 2 door,car,bev,5663.846639551806
3,15686.472850292595,mini,hardtop 2 door,car,bev,5663.846639551806
3.5,18518.3961700685,mini,hardtop 2 door,car,bev,5663.846639551806
4,21350.3194898444,mini,hardtop 2 door,car,bev,5663.846639551806
4.5,24182.242809620304,mini,hardtop 2 door,car,bev,5663.846639551806
5,27014.16612939621,mini,hardtop 2 door,car,bev,5663.846639551806
5.5,29846.089449172112,mini,hardtop 2 door,car,bev,5663.846639551806
6,32678.012768948014,mini,hardtop 2 door,car,bev,5663.846639551806
6.5,35509.936088723916,mini,hardtop 2 door,car,bev,5663.846639551806
7,38341.85940849982,mini,hardtop 2 door,car,bev,5663.846639551806
7.5,41173.78272827572,mini,hardtop 2 door,car,bev,5663.846639551806
8,44005.70604805162,mini,hardtop 2 door,car,bev,5663.846639551806
8.5,46837.62936782753,mini,hardtop 2 door,car,bev,5663.846639551806
9,49669.552687603435,mini,hardtop 2 door,car,bev,5663.846639551806
2,6870.937562495867,mercedes-benz,eqe,car,bev,15404.102379322112
2.5,14572.988752156922,mercedes-benz,eqe,car,bev,15404.102379322112
3,22275.03994181798,mercedes-benz,eqe,car,bev,15404.102379322112
3.5,29977.091131479036,mercedes-benz,eqe,car,bev,15404.102379322112
4,37679.14232114009,mercedes-benz,eqe,car,bev,15404.102379322112
4.5,45381.193510801146,mercedes-benz,eqe,car,bev,15404.102379322112
5,53083.2447004622,mercedes-benz,eqe,car,bev,15404.102379322112
5.5,60785.295890123256,mercedes-benz,eqe,car,bev,15404.102379322112
6,68487.34707978432,mercedes-benz,eqe,car,bev,15404.102379322112
6.5,76189.39826944537,mercedes-benz,eqe,car,bev,15404.102379322112
7,83891.44945910643,mercedes-benz,eqe,car,bev,15404.102379322112
7.5,91593.50064876748,mercedes-benz,eqe,car,bev,15404.102379322112
8,99295.55183842854,mercedes-benz,eqe,car,bev,15404.102379322112
8.5,106997.6030280896,mercedes-benz,eqe,car,bev,15404.102379322112
9,114699.65421775065,mercedes-benz,eqe,car,bev,15404.102379322112
2,6551.801178495796,hyundai,ioniq 6,car,bev,10626.511126730162
2.5,11865.056741860877,hyundai,ioniq 6,car,bev,10626.511126730162
3,17178.312305225958,hyundai,ioniq 6,car,bev,10626.511126730162
3.5,22491.56786859104,hyundai,ioniq 6,car,bev,10626.511126730162
4,27804.82343195612,hyundai,ioniq 6,car,bev,10626.511126730162
4.5,33118.0789953212,hyundai,ioniq 6,car,bev,10626.511126730162
5,38431.334558686285,hyundai,ioniq 6,car,bev,10626.511126730162
5.5,43744.59012205136,hyundai,ioniq 6,car,bev,10626.511126730162
6,49057.84568541644,hyundai,ioniq 6,car,bev,10626.511126730162
6.5,54371.101248781524,hyundai,ioniq 6,car,bev,10626.511126730162
7,59684.35681214661,hyundai,ioniq 6,car,bev,10626.511126730162
7.5,64997.612375511686,hyundai,ioniq 6,car,bev,10626.511126730162
8,70310.86793887676,hyundai,ioniq 6,car,bev,10626.511126730162
8.5,75624.12350224186,hyundai,ioniq 6,car,bev,10626.511126730162
9,80937.37906560693,hyundai,ioniq 6,car,bev,10626.511126730162
2,6097.733746158068,bmw,i7,car,bev,9637.80479164213
2.5,10916.636141979132,bmw,i7,car,bev,9637.80479164213
3,15735.538537800197,bmw,i7,car,bev,9637.80479164213
3.5,20554.440933621263,bmw,i7,car,bev,9637.80479164213
4,25373.343329442327,bmw,i7,car,bev,9637.80479164213
4.5,30192.24572526339,bmw,i7,car,bev,9637.80479164213
5,35011.14812108446,bmw,i7,car,bev,9637.80479164213
5.5,39830.05051690552,bmw,i7,car,bev,9637.80479164213
6,44648.952912726585,bmw,i7,car,bev,9637.80479164213
6.5,49467.85530854765,bmw,i7,car,bev,9637.80479164213
7,54286.75770436871,bmw,i7,car,bev,9637.80479164213
7.5,59105.66010018978,bmw,i7,car,bev,9637.80479164213
8,63924.56249601084,bmw,i7,car,bev,9637.80479164213
8.5,68743.46489183191,bmw,i7,car,bev,9637.80479164213
9,73562.36728765297,bmw,i7,car,bev,9637.80479164213
2,11848.413857470709,bmw,i4,car,bev,6315.057295014353
2.5,15005.942504977884,bmw,i4,car,bev,6315.057295014353
3,18163.47115248506,bmw,i4,car,bev,6315.057295014353
3.5,21320.999799992238,bmw,i4,car,bev,6315.057295014353
4,24478.528447499415,bmw,i4,car,bev,6315.057295014353
4.5,27636.057095006592,bmw,i4,car,bev,6315.057295014353
5,30793.58574251377,bmw,i4,car,bev,6315.057295014353
5.5,33951.11439002094,bmw,i4,car,bev,6315.057295014353
6,37108.64303752812,bmw,i4,car,bev,6315.057295014353
6.5,40266.1716850353,bmw,i4,car,bev,6315.057295014353
7,43423.700332542474,bmw,i4,car,bev,6315.057295014353
7.5,46581.22898004965,bmw,i4,car,bev,6315.057295014353
8,49738.75762755683,bmw,i4,car,bev,6315.057295014353
8.5,52896.286275064005,bmw,i4,car,bev,6315.057295014353
9,56053.81492257118,bmw,i4,car,bev,6315.057295014353
2,9716.999331643692,polestar,2,car,bev,7821.670840893379
2.5,13627.83475209038,polestar,2,car,bev,7821.670840893379
3,17538.67017253707,polestar,2,car,bev,7821.670840893379
3.5,21449.50559298376,polestar,2,car,bev,7821.670840893379
4,25360.34101343045,polestar,2,car,bev,7821.670840893379
4.5,29271.17643387714,polestar,2,car,bev,7821.670840893379
5,33182.01185432383,polestar,2,car,bev,7821.670840893379
5.5,37092.84727477052,polestar,2,car,bev,7821.670840893379
6,41003.682695217205,polestar,2,car,bev,7821.670840893379
6.5,44914.5181156639,polestar,2,car,bev,7821.670840893379
7,48825.35353611059,polestar,2,car,bev,7821.670840893379
7.5,52736.18895655728,polestar,2,car,bev,7821.670840893379
8,56647.02437700397,polestar,2,car,bev,7821.670840893379
8.5,60557.859797450656,polestar,2,car,bev,7821.670840893379
9,64468.695217897344,polestar,2,car,bev,7821.670840893379
2,18602.62778233975,tesla,model y,cuv,bev,9051.897201334556
2.5,23128.57638300703,tesla,model y,cuv,bev,9051.897201334556
3,27654.524983674306,tesla,model y,cuv,bev,9051.897201334556
3.5,32180.473584341584,tesla,model y,cuv,bev,9051.897201334556
4,36706.42218500886,tesla,model y,cuv,bev,9051.897201334556
4.5,41232.37078567614,tesla,model y,cuv,bev,9051.897201334556
5,45758.31938634341,tesla,model y,cuv,bev,9051.897201334556
5.5,50284.267987010695,tesla,model y,cuv,bev,9051.897201334556
6,54810.21658767797,tesla,model y,cuv,bev,9051.897201334556
6.5,59336.16518834525,tesla,model y,cuv,bev,9051.897201334556
7,63862.113789012525,tesla,model y,cuv,bev,9051.897201334556
7.5,68388.0623896798,tesla,model y,cuv,bev,9051.897201334556
8,72914.01099034709,tesla,model y,cuv,bev,9051.897201334556
8.5,77439.95959101435,tesla,model y,cuv,bev,9051.897201334556
9,81965.90819168164,tesla,model y,cuv,bev,9051.897201334556
2,13123.844261593691,tesla,model x,cuv,bev,9209.801839312278
2.5,17728.74518124983,tesla,model x,cuv,bev,9209.801839312278
3,22333.64610090597,tesla,model x,cuv,bev,9209.801839312278
3.5,26938.54702056211,tesla,model x,cuv,bev,9209.801839312278
4,31543.447940218248,tesla,model x,cuv,bev,9209.801839312278
4.5,36148.348859874386,tesla,model x,cuv,bev,9209.801839312278
5,40753.249779530524,tesla,model x,cuv,bev,9209.801839312278
5.5,45358.15069918666,tesla,model x,cuv,bev,9209.801839312278
6,49963.0516188428,tesla,model x,cuv,bev,9209.801839312278
6.5,54567.95253849895,tesla,model x,cuv,bev,9209.801839312278
7,59172.853458155085,tesla,model x,cuv,bev,9209.801839312278
7.5,63777.75437781122,tesla,model x,cuv,bev,9209.801839312278
8,68382.65529746737,tesla,model x,cuv,bev,9209.801839312278
8.5,72987.5562171235,tesla,model x,cuv,bev,9209.801839312278
9,77592.45713677965,tesla,model x,cuv,bev,9209.801839312278
2,11252.946691580524,kia,ev6,cuv,bev,12781.768109603541
2.5,17643.830746382293,kia,ev6,cuv,bev,12781.768109603541
3,24034.714801184065,kia,ev6,cuv,bev,12781.768109603541
3.5,30425.598855985838,kia,ev6,cuv,bev,12781.768109603541
4,36816.48291078761,kia,ev6,cuv,bev,12781.768109603541
4.5,43207.366965589375,kia,ev6,cuv,bev,12781.768109603541
5,49598.25102039115,kia,ev6,cuv,bev,12781.768109603541
5.5,55989.13507519292,kia,ev6,cuv,bev,12781.768109603541
6,62380.01912999469,kia,ev6,cuv,bev,12781.768109603541
6.5,68770.90318479647,kia,ev6,cuv,bev,12781.768109603541
7,75161.78723959823,kia,ev6,cuv,bev,12781.768109603541
7.5,81552.6712944,kia,ev6,cuv,bev,12781.768109603541
8,87943.55534920178,kia,ev6,cuv,bev,12781.768109603541
8.5,94334.43940400354,kia,ev6,cuv,bev,12781.768109603541
9,100725.32345880532,kia,ev6,cuv,bev,12781.768109603541
2,8446.159527185822,ford,mustang mach-e,cuv,bev,11494.27167167108
2.5,14193.295363021363,ford,mustang mach-e,cuv,bev,11494.27167167108
3,19940.431198856902,ford,mustang mach-e,cuv,bev,11494.27167167108
3.5,25687.56703469244,ford,mustang mach-e,cuv,bev,11494.27167167108
4,31434.70287052798,ford,mustang mach-e,cuv,bev,11494.27167167108
4.5,37181.838706363524,ford,mustang mach-e,cuv,bev,11494.27167167108
5,42928.97454219907,ford,mustang mach-e,cuv,bev,11494.27167167108
5.5,48676.1103780346,ford,mustang mach-e,cuv,bev,11494.27167167108
6,54423.246213870145,ford,mustang mach-e,cuv,bev,11494.27167167108
6.5,60170.38204970568,ford,mustang mach-e,cuv,bev,11494.27167167108
7,65917.51788554122,ford,mustang mach-e,cuv,bev,11494.27167167108
7.5,71664.65372137676,ford,mustang mach-e,cuv,bev,11494.27167167108
8,77411.78955721231,ford,mustang mach-e,cuv,bev,11494.27167167108
8.5,83158.92539304784,ford,mustang mach-e,cuv,bev,11494.27167167108
9,88906.06122888338,ford,mustang mach-e,cuv,bev,11494.27167167108
2,19763.290234499225,kia,niro,cuv,bev,4000.7301189286754
2.5,21763.655293963562,kia,niro,cuv,bev,4000.7301189286754
3,23764.0203534279,kia,niro,cuv,bev,4000.7301189286754
3.5,25764.38541289224,kia,niro,cuv,bev,4000.7301189286754
4,27764.750472356576,kia,niro,cuv,bev,4000.7301189286754
4.5,29765.115531820913,kia,niro,cuv,bev,4000.7301189286754
5,31765.480591285253,kia,niro,cuv,bev,4000.7301189286754
5.5,33765.84565074959,kia,niro,cuv,bev,4000.7301189286754
6,35766.21071021393,kia,niro,cuv,bev,4000.7301189286754
6.5,37766.57576967827,kia,niro,cuv,bev,4000.7301189286754
7,39766.9408291426,kia,niro,cuv,bev,4000.7301189286754
7.5,41767.30588860694,kia,niro,cuv,bev,4000.7301189286754
8,43767.670948071274,kia,niro,cuv,bev,4000.7301189286754
8.5,45768.036007535615,kia,niro,cuv,bev,4000.7301189286754
9,47768.401066999955,kia,niro,cuv,bev,4000.7301189286754
2,14338.036577295217,chevrolet,bolt euv,cuv,bev,8910.593146369256
2.5,18793.333150479844,chevrolet,bolt euv,cuv,bev,8910.593146369256
3,23248.629723664475,chevrolet,bolt euv,cuv,bev,8910.593146369256
3.5,27703.926296849102,chevrolet,bolt euv,cuv,bev,8910.593146369256
4,32159.22287003373,chevrolet,bolt euv,cuv,bev,8910.593146369256
4.5,36614.519443218356,chevrolet,bolt euv,cuv,bev,8910.593146369256
5,41069.81601640298,chevrolet,bolt euv,cuv,bev,8910.593146369256
5.5,45525.11258958761,chevrolet,bolt euv,cuv,bev,8910.593146369256
6,49980.40916277224,chevrolet,bolt euv,cuv,bev,8910.593146369256
6.5,54435.70573595687,chevrolet,bolt euv,cuv,bev,8910.593146369256
7,58891.0023091415,chevrolet,bolt euv,cuv,bev,8910.593146369256
7.5,63346.298882326126,chevrolet,bolt euv,cuv,bev,8910.593146369256
8,67801.59545551075,chevrolet,bolt euv,cuv,bev,8910.593146369256
8.5,72256.89202869538,chevrolet,bolt euv,cuv,bev,8910.593146369256
9,76712.18860188001,chevrolet,bolt euv,cuv,bev,8910.593146369256
2,10949.763409034207,hyundai,ioniq 5,cuv,bev,13645.59068610583
2.5,17772.558752087123,hyundai,ioniq 5,cuv,bev,13645.59068610583
3,24595.354095140035,hyundai,ioniq 5,cuv,bev,13645.59068610583
3.5,31418.14943819295,hyundai,ioniq 5,cuv,bev,13645.59068610583
4,38240.94478124587,hyundai,ioniq 5,cuv,bev,13645.59068610583
4.5,45063.74012429878,hyundai,ioniq 5,cuv,bev,13645.59068610583
5,51886.5354673517,hyundai,ioniq 5,cuv,bev,13645.59068610583
5.5,58709.330810404615,hyundai,ioniq 5,cuv,bev,13645.59068610583
6,65532.12615345753,hyundai,ioniq 5,cuv,bev,13645.59068610583
6.5,72354.92149651045,hyundai,ioniq 5,cuv,bev,13645.59068610583
7,79177.71683956336,hyundai,ioniq 5,cuv,bev,13645.59068610583
7.5,86000.51218261628,hyundai,ioniq 5,cuv,bev,13645.59068610583
8,92823.3075256692,hyundai,ioniq 5,cuv,bev,13645.59068610583
8.5,99646.1028687221,hyundai,ioniq 5,cuv,bev,13645.59068610583
9,106468.89821177501,hyundai,ioniq 5,cuv,bev,13645.59068610583
2,11025.820649470654,audi,e-tron sportback,cuv,bev,7633.160312500782
2.5,14842.400805721045,audi,e-tron sportback,cuv,bev,7633.160312500782
3,18658.980961971436,audi,e-tron sportback,cuv,bev,7633.160312500782
3.5,22475.561118221827,audi,e-tron sportback,cuv,bev,7633.160312500782
4,26292.14127447222,audi,e-tron sportback,cuv,bev,7633.160312500782
4.5,30108.72143072261,audi,e-tron sportback,cuv,bev,7633.160312500782
5,33925.301586973,audi,e-tron sportback,cuv,bev,7633.160312500782
5.5,37741.88174322339,audi,e-tron sportback,cuv,bev,7633.160312500782
6,41558.46189947378,audi,e-tron sportback,cuv,bev,7633.160312500782
6.5,45375.042055724174,audi,e-tron sportback,cuv,bev,7633.160312500782
7,49191.622211974565,audi,e-tron sportback,cuv,bev,7633.160312500782
7.5,53008.20236822496,audi,e-tron sportback,cuv,bev,7633.160312500782
8,56824.78252447535,audi,e-tron sportback,cuv,bev,7633.160312500782
8.5,60641.36268072574,audi,e-tron sportback,cuv,bev,7633.160312500782
9,64457.94283697613,audi,e-tron sportback,cuv,bev,7633.160312500782
2,8440.082779037659,audi,e-tron,cuv,bev,7091.580681641543
2.5,11985.87311985843,audi,e-tron,cuv,bev,7091.580681641543
3,15531.663460679203,audi,e-tron,cuv,bev,7091.580681641543
3.5,19077.453801499974,audi,e-tron,cuv,bev,7091.580681641543
4,22623.244142320746,audi,e-tron,cuv,bev,7091.580681641543
4.5,26169.034483141517,audi,e-tron,cuv,bev,7091.580681641543
5,29714.824823962288,audi,e-tron,cuv,bev,7091.580681641543
5.5,33260.61516478306,audi,e-tron,cuv,bev,7091.580681641543
6,36806.405505603834,audi,e-tron,cuv,bev,7091.580681641543
6.5,40352.195846424605,audi,e-tron,cuv,bev,7091.580681641543
7,43897.98618724538,audi,e-tron,cuv,bev,7091.580681641543
7.5,47443.77652806615,audi,e-tron,cuv,bev,7091.580681641543
8,50989.56686888692,audi,e-tron,cuv,bev,7091.580681641543
8.5,54535.35720970769,audi,e-tron,cuv,bev,7091.580681641543
9,58081.14755052846,audi,e-tron,cuv,bev,7091.580681641543
2,13197.611054670018,hyundai,kona ev,cuv,bev,6875.416401206821
2.5,16635.31925527343,hyundai,kona ev,cuv,bev,6875.416401206821
3,20073.02745587684,hyundai,kona ev,cuv,bev,6875.416401206821
3.5,23510.73565648025,hyundai,kona ev,cuv,bev,6875.416401206821
4,26948.44385708366,hyundai,kona ev,cuv,bev,6875.416401206821
4.5,30386.15205768707,hyundai,kona ev,cuv,bev,6875.416401206821
5,33823.86025829048,hyundai,kona ev,cuv,bev,6875.416401206821
5.5,37261.56845889389,hyundai,kona ev,cuv,bev,6875.416401206821
6,40699.2766594973,hyundai,kona ev,cuv,bev,6875.416401206821
6.5,44136.98486010071,hyundai,kona ev,cuv,bev,6875.416401206821
7,47574.69306070412,hyundai,kona ev,cuv,bev,6875.416401206821
